# Results for 100 iterations on 1 - 2 threads.
# Average sequential time: 0.0223016 s.
# threads		execution time [s]	speedup
1	0.01744	1.27876
1	0.01778	1.25431
1	0.019256	1.15816
1	0.017869	1.24806
1	0.016774	1.32953
1	0.016991	1.31255
1	0.016972	1.31402
1	0.017224	1.2948
1	0.016891	1.32032
1	0.01713	1.3019
1	0.017296	1.28941
1	0.01703	1.30955
1	0.016952	1.31557
1	0.017104	1.30388
1	0.017471	1.27649
1	0.017172	1.29872
1	0.017146	1.30069
1	0.017038	1.30893
1	0.017438	1.27891
1	0.017072	1.30632
1	0.017378	1.28332
1	0.017224	1.2948
1	0.017428	1.27964
1	0.017145	1.30076
1	0.017357	1.28488
1	0.017241	1.29352
1	0.017784	1.25402
1	0.017123	1.30243
1	0.01713	1.3019
1	0.017154	1.30008
1	0.017764	1.25544
1	0.017083	1.30548
1	0.017236	1.2939
1	0.017329	1.28695
1	0.016878	1.32134
1	0.017024	1.31001
1	0.017108	1.30358
1	0.017126	1.30221
1	0.016846	1.32385
1	0.017081	1.30564
1	0.016961	1.31487
1	0.017027	1.30978
1	0.017116	1.30297
1	0.016897	1.31985
1	0.017685	1.26104
1	0.017041	1.3087
1	0.017024	1.31001
1	0.017111	1.30335
1	0.017048	1.30816
1	0.016901	1.31954
1	0.017117	1.30289
1	0.017097	1.30441
1	0.01708	1.30571
1	0.016937	1.31674
1	0.017335	1.28651
1	0.016977	1.31363
1	0.018474	1.20719
1	0.01708	1.30571
1	0.016909	1.31892
1	0.017961	1.24167
1	0.017013	1.31086
1	0.017125	1.30228
1	0.0168	1.32748
1	0.01717	1.29887
1	0.016961	1.31487
1	0.016929	1.31736
1	0.017318	1.28777
1	0.01702	1.31032
1	0.017393	1.28222
1	0.018296	1.21893
1	0.017044	1.30847
1	0.01692	1.31806
1	0.017227	1.29457
1	0.01698	1.3134
1	0.017471	1.27649
1	0.016943	1.31627
1	0.017342	1.28599
1	0.016795	1.32787
1	0.017123	1.30243
1	0.017275	1.29097
1	0.017296	1.28941
1	0.016875	1.32158
1	0.017146	1.30069
1	0.016794	1.32795
1	0.017293	1.28963
1	0.016912	1.31868
1	0.016915	1.31845
1	0.019765	1.12834
1	0.040874	0.545618
1	0.017231	1.29427
1	0.017031	1.30947
1	0.017062	1.30709
1	0.016886	1.32071
1	0.017131	1.30183
1	0.017022	1.31016
1	0.016858	1.32291
1	0.017216	1.2954
1	0.01692	1.31806
1	0.017093	1.30472
1	0.016983	1.31317
2	0.0151	1.47693
2	0.012898	1.72907
2	0.012251	1.82039
2	0.012901	1.72867
2	0.01558	1.43142
2	0.014198	1.57076
2	0.013143	1.69684
2	0.012143	1.83658
2	0.01365	1.63382
2	0.01272	1.75327
2	0.01478	1.5089
2	0.013575	1.64284
2	0.012463	1.78942
2	0.01313	1.69852
2	0.015592	1.43032
2	0.023507	0.948721
2	0.013542	1.64685
2	0.012573	1.77377
2	0.012433	1.79374
2	0.013786	1.6177
2	0.014758	1.51115
2	0.014684	1.51877
2	0.015682	1.42211
2	0.013927	1.60132
2	0.015157	1.47137
2	0.013066	1.70684
2	0.011913	1.87204
2	0.015806	1.41096
2	0.017014	1.31078
2	0.015039	1.48292
2	0.02169	1.0282
2	0.015079	1.47898
2	0.013682	1.62999
2	0.011982	1.86126
2	0.012565	1.7749
2	0.012638	1.76464
2	0.017822	1.25135
2	0.016683	1.33678
2	0.012819	1.73973
2	0.014355	1.55358
2	0.016387	1.36093
2	0.014225	1.56777
2	0.014082	1.58369
2	0.012247	1.82098
2	0.012432	1.79389
2	0.012457	1.79028
2	0.01398	1.59525
2	0.013761	1.62064
2	0.012256	1.81965
2	0.012571	1.77405
2	0.015526	1.4364
2	0.016427	1.35762
2	0.015984	1.39524
2	0.015349	1.45297
2	0.013673	1.63107
2	0.012929	1.72493
2	0.014126	1.57876
2	0.013594	1.64055
2	0.017806	1.25248
2	0.012916	1.72666
2	0.012953	1.72173
2	0.015035	1.48331
2	0.012341	1.80711
2	0.017107	1.30365
2	0.012248	1.82083
2	0.011547	1.93137
2	0.012279	1.81624
2	0.014536	1.53423
2	0.012856	1.73472
2	0.014473	1.54091
2	0.0147	1.51711
2	0.013116	1.70033
2	0.013495	1.65258
2	0.014585	1.52908
2	0.014161	1.57486
2	0.012853	1.73513
2	0.022546	0.989159
2	0.038645	0.577088
2	0.014976	1.48915
2	0.015721	1.41859
2	0.01298	1.71815
2	0.013265	1.68123
2	0.014612	1.52625
2	0.01618	1.37834
2	0.014204	1.57009
2	0.012211	1.82635
2	0.012405	1.79779
2	0.015141	1.47293
2	0.012847	1.73594
2	0.014987	1.48806
2	0.013619	1.63753
2	0.012945	1.72279
2	0.014019	1.59081
2	0.01302	1.71287
2	0.013277	1.67972
2	0.013014	1.71366
2	0.014891	1.49765
2	0.012605	1.76926
2	0.012805	1.74163
2	0.012617	1.76758
