# Execution time for 100 iterations on 1 - 2 threads.
# threads		execution time [s]
1	0.016893	
1	0.019549	
1	0.019585	
1	0.017239	
1	0.016836	
1	0.016714	
1	0.016571	
1	0.016741	
1	0.016653	
1	0.016707	
1	0.016524	
1	0.016592	
1	0.016669	
1	0.016766	
1	0.016626	
1	0.017493	
1	0.016752	
1	0.0167	
1	0.016874	
1	0.01677	
1	0.016511	
1	0.016782	
1	0.016465	
1	0.016638	
1	0.016763	
1	0.016783	
1	0.017104	
1	0.016882	
1	0.016429	
1	0.017222	
1	0.016585	
1	0.016489	
1	0.016672	
1	0.016686	
1	0.01639	
1	0.016548	
1	0.016838	
1	0.01631	
1	0.016599	
1	0.017255	
1	0.016383	
1	0.016891	
1	0.016313	
1	0.016674	
1	0.016613	
1	0.016323	
1	0.016566	
1	0.016581	
1	0.016602	
1	0.016439	
1	0.016498	
1	0.017925	
1	0.01664	
1	0.016643	
1	0.01658	
1	0.016605	
1	0.016816	
1	0.016606	
1	0.016679	
1	0.016707	
1	0.016449	
1	0.016788	
1	0.016787	
1	0.017209	
1	0.016712	
1	0.016758	
1	0.016826	
1	0.016672	
1	0.016705	
1	0.016654	
1	0.01681	
1	0.016511	
1	0.016765	
1	0.016847	
1	0.018127	
1	0.016606	
1	0.016509	
1	0.016601	
1	0.016678	
1	0.016703	
1	0.016385	
1	0.016677	
1	0.016443	
1	0.016643	
1	0.016589	
1	0.016597	
1	0.017208	
1	0.01656	
1	0.0166	
1	0.016682	
1	0.016693	
1	0.016537	
1	0.016783	
1	0.01664	
1	0.01657	
1	0.01662	
1	0.01647	
1	0.016735	
1	0.017142	
1	0.01702	
2	0.016411	
2	0.013693	
2	0.017204	
2	0.014213	
2	0.015534	
2	0.013569	
2	0.012663	
2	0.011869	
2	0.013007	
2	0.01318	
2	0.011736	
2	0.013374	
2	0.016791	
2	0.012071	
2	0.011774	
2	0.011131	
2	0.011947	
2	0.011299	
2	0.011856	
2	0.01238	
2	0.012977	
2	0.011044	
2	0.01445	
2	0.014432	
2	0.013266	
2	0.024051	
2	0.015132	
2	0.01496	
2	0.0122	
2	0.01254	
2	0.012928	
2	0.013423	
2	0.01232	
2	0.011668	
2	0.011713	
2	0.011653	
2	0.011237	
2	0.01224	
2	0.012471	
2	0.014103	
2	0.015233	
2	0.012956	
2	0.015898	
2	0.011673	
2	0.012854	
2	0.011846	
2	0.014915	
2	0.015422	
2	0.013492	
2	0.011187	
2	0.010879	
2	0.012072	
2	0.016485	
2	0.052933	
2	0.01932	
2	0.014803	
2	0.011483	
2	0.012401	
2	0.012247	
2	0.015563	
2	0.016625	
2	0.01309	
2	0.012383	
2	0.015403	
2	0.013502	
2	0.011835	
2	0.014516	
2	0.014424	
2	0.015012	
2	0.015967	
2	0.013126	
2	0.012111	
2	0.011302	
2	0.01177	
2	0.011647	
2	0.011335	
2	0.011744	
2	0.011123	
2	0.011992	
2	0.011481	
2	0.012435	
2	0.012578	
2	0.01312	
2	0.013218	
2	0.017002	
2	0.012028	
2	0.012188	
2	0.01131	
2	0.011874	
2	0.0112	
2	0.011501	
2	0.011892	
2	0.011392	
2	0.012495	
2	0.015268	
2	0.011282	
2	0.011644	
2	0.012288	
2	0.015446	
2	0.013584	
