# Wall-clock time (seconds) for 3 iterations on 1 to 4 threads.
1	0.267014
1	0.242904
1	0.24409
2	0.245954
2	0.243167
2	0.243132
3	0.243624
3	0.244056
3	0.253487
4	0.246549
4	0.242701
4	0.247106
