# Wall-clock time (seconds) for 5 iterations on 1 to 4 threads.
1	0.011448
1	0.000842
1	0.000896
1	0.000829
1	0.000708
2	0.000721
2	0.000745
2	0.000949
2	0.000707
2	0.000673
3	0.000658
3	0.000704
3	0.000669
3	0.000726
3	0.001021
4	0.001032
4	0.000814
4	0.001745
4	0.000863
4	0.000884
