#PAPI events for 5 iterations on 1 thread.
#TIME	PAPI_L1_TCM	PAPI_L2_TCM
0.022573	287918	8374	
0.009314	50736	42390	
0.009373	50524	42501	
0.009287	50318	42615	
0.009307	49953	42403	
