#PAPI events for 5 iterations on 1 to 64 threads.
#PROCESSORS	TIME	PAPI_L1_TCM	PAPI_L2_TCM
1	0.022541	298040	10557	
1	0.009311	62271	53060	
1	0.009433	62013	51902	
1	0.009303	62428	52968	
1	0.009341	61737	52528	
2	0.006918	38443	26769	
2	0.007158	36160	24870	
2	0.007179	35212	24624	
2	0.007192	35132	24996	
2	0.007183	34390	24728	
3	0.00684	28587	17839	
3	0.006077	25190	15490	
3	0.006545	26898	17179	
3	0.006741	25887	16784	
3	0.006538	27458	17437	
4	0.008498	24243	14494	
4	0.007157	22871	14380	
4	0.00676	21599	12852	
4	0.007136	21606	13066	
4	0.007458	24159	14326	
5	0.007569	23975	13359	
5	0.00749	20902	11523	
5	0.006546	18838	10132	
5	0.005518	18235	10551	
5	0.006156	18958	11171	
6	0.005374	18518	9825	
6	0.004085	15692	7936	
6	0.004458	17252	10439	
6	0.005427	19342	11144	
6	0.004506	16189	8595	
7	0.003882	13629	7810	
7	0.003579	13514	7518	
7	0.003463	12781	7665	
7	0.003714	14538	9154	
7	0.004467	15303	8419	
8	0.00365	13788	8066	
8	0.003581	15446	8589	
8	0.003547	15528	8147	
8	0.003552	16156	7793	
8	0.003934	17804	8487	
9	0.003636	14843	7894	
9	0.003446	13973	6713	
9	0.003411	13848	7212	
9	0.003193	13413	7087	
9	0.003761	15460	7505	
10	0.003576	14011	7148	
10	0.003487	16020	8283	
10	0.003435	15025	8540	
10	0.003613	14612	6996	
10	0.003398	13283	6733	
11	0.003506	14463	6579	
11	0.003391	13967	6627	
11	0.003474	14769	7733	
11	0.003495	14290	7779	
11	0.003251	15363	7927	
12	0.003568	15080	6160	
12	0.003535	16337	8336	
12	0.003605	13761	5904	
12	0.003343	13043	6349	
12	0.003583	15088	7222	
13	0.003492	14954	7484	
13	0.003446	15560	6535	
13	0.003543	13953	7193	
13	0.00358	14231	6542	
13	0.003391	14434	7028	
14	0.003415	15229	7133	
14	0.003447	14966	7649	
14	0.003339	13924	6768	
14	0.003476	15502	7586	
14	0.003243	13629	7353	
15	0.003369	16194	8065	
15	0.003764	15946	9275	
15	0.003316	14808	7671	
15	0.003526	14369	7343	
15	0.003347	13900	6592	
16	0.003623	14549	7361	
16	0.003391	16183	7470	
16	0.003354	15133	7687	
16	0.003365	15452	8216	
16	0.003446	14611	6326	
17	0.003534	14010	6628	
17	0.0035	14158	7258	
17	0.00352	16016	7830	
17	0.003423	14722	6958	
17	0.003441	14890	6773	
18	0.003502	14832	6408	
18	0.003323	14595	7179	
18	0.003573	17025	7824	
18	0.003543	14877	7539	
18	0.003553	15346	7660	
19	0.003614	15873	7027	
19	0.003407	14876	7431	
19	0.003446	14207	6419	
19	0.003454	13927	6351	
19	0.003611	14846	6560	
20	0.004166	14969	6339	
20	0.003477	15568	7253	
20	0.003541	15346	7562	
20	0.003506	14919	6629	
20	0.003386	14225	7134	
21	0.003553	14968	6364	
21	0.003563	15361	6664	
21	0.003572	16024	7399	
21	0.003523	14196	6571	
21	0.003499	16179	6708	
22	0.00354	16068	6761	
22	0.003565	14986	6914	
22	0.00345	16179	7543	
22	0.00345	16768	7850	
22	0.003454	15950	6892	
23	0.003578	15474	6630	
23	0.003541	14651	6303	
23	0.003459	14392	6292	
23	0.003511	15076	7955	
23	0.003358	15372	7210	
24	0.003413	14814	6495	
24	0.003551	14673	7172	
24	0.003519	14930	6261	
24	0.003652	15918	7097	
24	0.003598	16512	7505	
25	0.003586	15126	6266	
25	0.003519	16216	7585	
25	0.003533	16688	6473	
25	0.003355	16488	7010	
25	0.003416	14482	7112	
26	0.003521	16175	6460	
26	0.004073	16921	5999	
26	0.003976	16415	7006	
26	0.003729	15570	5891	
26	0.003761	15795	5929	
27	0.003914	14326	5742	
27	0.003897	16091	6441	
27	0.004515	18817	7283	
27	0.004184	16627	7269	
27	0.003964	17391	6522	
28	0.003868	18294	8091	
28	0.003887	16303	6778	
28	0.004588	19389	7383	
28	0.004084	15904	6286	
28	0.004041	16258	6371	
29	0.004407	18326	7457	
29	0.004257	17080	6740	
29	0.00398	17489	6971	
29	0.004508	17572	7037	
29	0.004372	18546	7285	
30	0.004218	16322	7516	
30	0.004239	17590	7023	
30	0.004178	16956	6751	
30	0.003967	17570	7646	
30	0.00412	16606	7536	
31	0.00445	17721	6341	
31	0.004007	17473	6928	
31	0.004124	18302	6221	
31	0.004047	17207	7229	
31	0.004188	17624	7460	
32	0.004588	20548	9564	
32	0.004268	17589	7100	
32	0.004373	18720	8234	
32	0.004185	17164	8217	
32	0.004172	18550	7295	
33	0.004429	18462	7181	
33	0.004308	18594	8053	
33	0.004285	18331	7103	
33	0.004307	18053	7261	
33	0.004345	20199	8503	
34	0.004861	11351	4470	
34	0.004143	18519	8424	
34	0.00443	17794	7367	
34	0.00438	17978	7682	
34	0.004069	19431	6909	
35	0.004232	18783	7509	
35	0.004624	21006	9292	
35	0.004324	19074	7468	
35	0.004325	18216	6829	
35	0.004218	16883	6697	
36	0.004327	17238	6607	
36	0.004334	17509	5867	
36	0.004289	16355	5998	
36	0.00424	15910	6665	
36	0.004314	15345	6231	
37	0.004266	15837	6116	
37	0.004344	14384	5807	
37	0.004273	14860	5265	
37	0.004254	14101	6357	
37	0.004289	14189	4983	
38	0.00414	14499	6155	
38	0.004333	13946	5785	
38	0.004282	14789	5668	
38	0.004302	12916	4923	
38	0.004764	15552	6937	
39	0.004404	14544	5772	
39	0.004365	13843	5763	
39	0.004774	16322	6179	
39	0.004255	14247	5798	
39	0.004072	14290	6629	
40	0.004415	13374	4812	
40	0.004389	12959	5441	
40	0.004271	12775	4593	
40	0.004472	14322	6542	
40	0.004348	14740	6582	
41	0.004583	14108	5725	
41	0.004394	13932	5655	
41	0.004498	13238	5479	
41	0.004514	13410	5095	
41	0.004513	13131	5294	
42	0.004497	15083	5617	
42	0.00439	13277	5688	
42	0.004265	13135	5503	
42	0.004299	13211	5377	
42	0.004501	13741	4880	
43	0.004368	14588	6310	
43	0.004316	13482	5516	
43	0.004247	13076	5404	
43	0.004373	14180	5300	
43	0.004437	13245	4237	
44	0.004333	13821	5741	
44	0.004477	13924	4942	
44	0.004487	14088	5078	
44	0.004409	14592	5900	
44	0.004381	12896	4846	
45	0.004416	14153	5410	
45	0.004327	3846	3676	
45	0.004087	4203	3158	
45	0.00425	5161	3938	
45	0.004122	5040	3254	
46	0.004253	4490	3832	
46	0.00438	6177	3597	
46	0.004078	5673	3677	
46	0.004609	4584	3762	
46	0.004196	5089	2816	
47	0.00406	4160	3956	
47	0.004051	4463	2957	
47	0.004153	4024	3521	
47	0.004025	3265	2256	
47	0.004015	3412	2622	
48	0.00399	3414	2838	
48	0.007651	5814	2182	
48	0.004569	5549	2497	
48	0.004167	3261	2946	
48	0.004063	3809	2455	
49	0.00408	4040	2909	
49	0.003972	3812	2018	
49	0.004189	5672	2671	
49	0.003964	3679	3432	
49	0.004288	4221	2347	
50	0.004059	3716	3204	
50	0.003963	3494	2184	
50	0.004034	3841	2183	
50	0.004077	3801	2214	
50	0.004153	3382	2477	
51	0.004028	3540	2676	
51	0.004151	3101	2534	
51	0.004117	3217	2661	
51	0.004136	3795	2766	
51	0.004106	3266	2449	
52	0.016949	23424	8957	
52	0.00893	14177	5690	
52	0.004296	7937	2370	
52	0.00513	11855	4422	
52	0.009481	18670	7715	
53	0.008006	22580	8924	
53	0.004344	12125	4294	
53	0.008972	16058	6257	
53	0.004597	13947	5367	
53	0.004344	15198	5915	
54	0.0043	7022	2300	
54	0.004511	14320	5324	
54	0.004632	4536	1747	
54	0.003867	2800	444	
54	0.004027	3036	347	
55	0.003913	3140	415	
55	0.003833	3057	345	
55	0.00381	3767	593	
55	0.003798	3539	797	
55	0.00391	2804	371	
56	0.00394	3099	401	
56	0.003752	3450	519	
56	0.003866	3449	572	
56	0.003792	3255	421	
56	0.003749	3190	443	
57	0.003715	3827	428	
57	0.003705	3387	518	
57	0.003923	3281	464	
57	0.003841	3198	493	
57	0.003699	3476	596	
58	0.003865	3970	743	
58	0.003686	3252	479	
58	0.003692	3357	370	
58	0.003649	3343	479	
58	0.003799	3308	445	
59	0.003666	3503	765	
59	0.003755	3280	433	
59	0.003792	3516	413	
59	0.00412	3662	628	
59	0.003776	3473	661	
60	0.003753	3545	513	
60	0.003808	3285	472	
60	0.003662	3033	440	
60	0.003692	3167	360	
60	0.003682	3221	426	
61	0.003572	3126	398	
61	0.003704	3385	431	
61	0.003827	3069	511	
61	0.003735	3870	520	
61	0.003776	3587	558	
62	0.003818	3811	720	
62	0.0037	3360	469	
62	0.003795	3745	649	
62	0.003708	3139	411	
62	0.003776	3176	422	
63	0.003781	3119	390	
63	0.00358	3450	646	
63	0.003751	2960	471	
63	0.003619	3530	610	
63	0.003693	3505	575	
64	0.00453	3865	641	
64	0.004638	19503	7440	
64	0.007808	20002	7091	
64	0.004768	18682	6971	
64	0.004403	14985	5439	
