#PAPI events for 5 iterations on 1 thread.
#TIME	PAPI_L1_TCM	PAPI_L2_TCM
0.022628	304178	8434	
0.009174	43389	39061	
0.009133	43437	39857	
0.009141	43342	40191	
0.009174	43246	39671	
