#PAPI events for 5 iterations on 1 thread.
#TIME	PAPI_L1_TCM	PAPI_L2_TCM
0.022839	282959	33228	
0.00977	81451	179599	
0.009781	81445	179353	
0.009739	81476	179250	
0.0098	81216	180194	
