#PAPI events for 5 iterations on 1 thread.
#TIME	PAPI_L1_TCM	PAPI_L2_TCM
0.027228	275944	554	
0.009658	21438	7412	
0.009686	21103	7396	
0.00965	21297	7383	
0.01022	21404	7456	
