#PAPI events for 5 iterations on 1 to 64 threads.
#PROCESSORS	TIME	PAPI_L1_TCM	PAPI_L2_TCM
1	0.001692	10284	3720	
1	0.001359	6220	3681	
1	0.001299	6432	3733	
1	0.001256	6476	3777	
1	0.001241	6514	3730	
2	0.001055	7307	3226	
2	0.000671	4455	2095	
2	0.000631	4197	1848	
2	0.000585	4121	1738	
2	0.000582	3997	1738	
3	0.000646	5467	1759	
3	0.000557	4839	1386	
3	0.000488	4658	989	
3	0.000599	4907	900	
3	0.00054	5222	1055	
4	0.000548	4314	924	
4	0.000567	4519	814	
4	0.000553	3557	708	
4	0.000405	3674	658	
4	0.000398	4050	574	
5	0.000496	4242	555	
5	0.000473	4705	625	
5	0.000379	5036	558	
5	0.000396	4226	415	
5	0.000492	5023	575	
6	0.000518	4700	651	
6	0.000401	2995	528	
6	0.000477	3673	518	
6	0.000468	3615	546	
6	0.000538	3185	485	
7	0.0005	3890	564	
7	0.000495	4604	512	
7	0.000526	3484	564	
7	0.000445	2961	432	
7	0.000413	2746	431	
8	0.000458	3588	443	
8	0.0004	3568	419	
8	0.000455	3052	513	
8	0.000433	3052	501	
8	0.000459	3426	383	
9	0.000446	3888	413	
9	0.000353	3174	333	
9	0.000405	3069	332	
9	0.00039	3459	419	
9	0.000378	2460	443	
10	0.000426	2226	254	
10	0.000925	2837	352	
10	0.000378	2484	361	
10	0.000426	3294	355	
10	0.000395	3456	433	
11	0.000412	3609	380	
11	0.000436	2689	383	
11	0.000485	2663	336	
11	0.00046	2913	332	
11	0.000398	2950	437	
12	0.000477	2813	393	
12	0.000415	3073	319	
12	0.00041	3045	375	
12	0.000437	3114	400	
12	0.000401	3035	334	
13	0.000413	3530	361	
13	0.000439	2429	382	
13	0.000364	2767	344	
13	0.000481	2690	383	
13	0.000467	2687	361	
14	0.000426	2543	352	
14	0.000418	3146	285	
14	0.000391	3430	295	
14	0.000433	3416	333	
14	0.000412	3602	349	
15	0.000437	3185	335	
15	0.000374	3451	296	
15	0.000388	2332	337	
15	0.000442	2640	300	
15	0.000406	2432	323	
16	0.000426	2542	330	
16	0.000442	2641	345	
16	0.000393	2636	346	
16	0.000406	2467	300	
16	0.000491	2766	289	
17	0.000429	3519	304	
17	0.000405	3367	334	
17	0.000434	3119	374	
17	0.000443	3081	341	
17	0.000384	3101	360	
18	0.000424	3243	333	
18	0.000445	2447	287	
18	0.000434	2804	375	
18	0.00039	2675	318	
18	0.000413	3234	359	
19	0.000444	3456	387	
19	0.000445	2255	323	
19	0.000419	2693	305	
19	0.000407	2454	314	
19	0.000408	3254	272	
20	0.000456	3280	293	
20	0.000461	2925	336	
20	0.000466	2496	279	
20	0.000418	2559	260	
20	0.000404	2731	245	
21	0.000425	2845	334	
21	0.00043	2717	286	
21	0.000414	2223	336	
21	0.000404	2209	272	
21	0.000448	2312	312	
22	0.000454	2358	318	
22	0.000373	2101	270	
22	0.000425	2376	272	
22	0.000439	2439	301	
22	0.000425	2623	243	
23	0.000446	2541	353	
23	0.00093	3529	521	
23	0.000437	2443	396	
23	0.000435	2436	305	
23	0.000635	3238	400	
24	0.000463	3045	318	
24	0.000509	3076	360	
24	0.000411	2941	277	
24	0.000911	3961	507	
24	0.000497	3225	420	
25	0.000501	3029	299	
25	0.000468	3277	380	
25	0.000853	4385	594	
25	0.000808	4768	650	
25	0.000692	4707	674	
26	0.000551	3224	354	
26	0.000462	2482	320	
26	0.000497	2872	350	
26	0.000498	2932	311	
26	0.000476	2594	347	
27	0.00053	2648	286	
27	0.000471	2814	344	
27	0.000981	4219	705	
27	0.000789	4777	674	
27	0.000829	5194	765	
28	0.000948	5829	1016	
28	0.000621	2927	528	
28	0.000668	3147	329	
28	0.000866	4792	589	
28	0.000709	4591	655	
29	0.000526	3926	510	
29	0.00048	3397	408	
29	0.000554	3044	303	
29	0.000554	3097	292	
29	0.000457	3122	273	
30	0.000566	3030	271	
30	0.000469	2547	322	
30	0.000651	3075	321	
30	0.000556	3376	393	
30	0.000642	3163	287	
31	0.000463	3098	259	
31	0.000542	3076	336	
31	0.000531	2822	378	
31	0.000565	2834	302	
31	0.000573	3184	261	
32	0.000526	2971	302	
32	0.000624	2383	331	
32	0.000623	2392	338	
32	0.00066	3093	333	
32	0.000461	2948	291	
33	0.000688	2714	310	
33	0.000607	3008	355	
33	0.000639	3085	333	
33	0.000668	3763	318	
33	0.000505	2716	355	
34	0.000778	2803	257	
34	0.000465	2922	309	
34	0.00055	3143	344	
34	0.000509	1980	291	
34	0.000558	2533	274	
35	0.000513	2505	221	
35	0.000641	2962	287	
35	0.000722	3186	269	
35	0.000499	2586	374	
35	0.000507	2208	257	
36	0.000511	2827	279	
36	0.000462	2812	323	
36	0.000482	2924	241	
36	0.000488	2679	309	
36	0.000452	2546	234	
37	0.000519	2840	236	
37	0.000549	2561	269	
37	0.000506	2645	255	
37	0.000472	2479	246	
37	0.000431	2751	270	
38	0.000436	3342	335	
38	0.000494	3819	465	
38	0.000451	3591	388	
38	0.000502	2699	381	
38	0.000446	2857	245	
39	0.000487	3329	315	
39	0.000437	2713	293	
39	0.000472	2781	256	
39	0.000431	2998	311	
39	0.000446	2908	334	
40	0.000439	2979	318	
40	0.00044	3078	287	
40	0.000474	3133	318	
40	0.000513	3383	368	
40	0.000458	3050	325	
41	0.000453	3268	332	
41	0.000493	3376	342	
41	0.000522	3449	332	
41	0.000746	4648	551	
41	0.000527	2839	431	
42	0.000447	2804	324	
42	0.000679	2942	373	
42	0.000638	3626	375	
42	0.000449	3656	320	
42	0.000472	3398	401	
43	0.000591	3541	375	
43	0.000503	3119	395	
43	0.000573	2660	348	
43	0.000463	2839	347	
43	0.000526	3202	324	
44	0.000535	3399	367	
44	0.000473	3727	404	
44	0.000507	3892	381	
44	0.000516	3212	396	
44	0.000509	3230	323	
45	0.000599	3681	370	
45	0.000574	4125	448	
45	0.000546	3492	442	
45	0.000543	3416	386	
45	0.000563	3508	405	
46	0.000547	3147	278	
46	0.000498	4376	439	
46	0.000537	3414	413	
46	0.000476	3325	319	
46	0.000462	3153	332	
47	0.000547	3400	435	
47	0.000752	1803	426	
47	0.000478	1920	237	
47	0.000474	2027	164	
47	0.000493	2141	172	
48	0.000612	3165	276	
48	0.000492	2321	167	
48	0.000525	2749	237	
48	0.000492	2464	193	
48	0.000412	2092	191	
49	0.000459	2828	166	
49	0.000537	3236	209	
49	0.000526	1856	225	
49	0.000642	2619	242	
49	0.000467	2770	169	
50	0.000579	2202	200	
50	0.000519	2368	202	
50	0.000502	2443	236	
50	0.000544	2268	220	
50	0.000495	2674	237	
51	0.000541	2870	292	
51	0.000545	2736	267	
51	0.000477	2601	214	
51	0.000546	3100	178	
51	0.000465	2896	200	
52	0.000518	2615	234	
52	0.000505	2935	197	
52	0.000469	2948	185	
52	0.000479	2164	182	
52	0.000576	2719	292	
53	0.000472	2550	190	
53	0.000537	2963	270	
53	0.000472	2570	231	
53	0.000477	2739	232	
53	0.000418	2694	279	
54	0.000499	2513	222	
54	0.000477	2474	222	
54	0.000469	2423	197	
54	0.000479	2924	199	
54	0.000671	2666	263	
55	0.000459	3089	250	
55	0.000502	2531	225	
55	0.000477	2608	255	
55	0.000548	2654	209	
55	0.000488	2398	216	
56	0.000506	2770	250	
56	0.00048	2342	222	
56	0.000478	2261	184	
56	0.00046	2240	189	
56	0.000504	2458	227	
57	0.000563	3416	325	
57	0.005511	5016	2048	
57	0.001065	5129	1496	
57	0.001062	5746	1670	
57	0.000966	5021	1585	
58	0.00101	6387	933	
58	0.000849	6590	970	
58	0.000826	7055	1346	
58	0.000961	7500	1833	
58	0.004945	6795	2621	
59	0.001476	5810	1568	
59	0.001078	5805	1554	
59	0.000926	6849	953	
59	0.000927	7614	1276	
59	0.001686	10030	2060	
60	0.001209	6015	1744	
60	0.000947	7280	1938	
60	0.001102	6397	1680	
60	0.000839	7332	1957	
60	0.000855	7953	1191	
61	0.001097	6592	1769	
61	0.000946	7736	1075	
61	0.000864	7201	1435	
61	0.000941	6815	1253	
61	0.001611	7801	1259	
62	0.000787	6505	1312	
62	0.000856	6410	1281	
62	0.000791	6984	1320	
62	0.000683	5943	1160	
62	0.000821	6565	1207	
63	0.000934	7243	1323	
63	0.000914	5141	1496	
63	0.000976	6288	941	
63	0.002156	7981	1579	
63	0.001032	8998	1972	
64	0.00092	8468	1504	
64	0.000977	7991	1690	
64	0.001441	7022	1384	
64	0.00116	8572	1500	
64	0.000908	7955	1656	
